company,title,totalyearlycompensation,location,yearsofexperience,yearsatcompany,basesalary,bonus,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College
Google,Product Designer,235000,"Mountain View, CA",5.0,1.0,120000.0,15000.0,0,0,0,0,0
Google,Software Engineer,175000,"Mountain View, CA",3.0,1.0,126000.0,19000.0,0,0,0,0,0
Google,Software Engineer,120000,"New York, NY",5.0,2.0,0.0,0.0,0,0,0,0,0
Google,Product Designer,235000,"Mountain View, CA",2.0,2.0,135000.0,25000.0,0,0,0,0,0
Google,Software Engineer,147000,"Venice, CA",5.0,1.0,0.0,0.0,0,0,0,0,0
Google,Software Engineer,170000,"Los Angeles, CA",3.0,1.5,117000.0,17000.0,0,0,0,0,0
Google,Software Engineer,258000,"New York, NY",5.0,0.0,146000.0,22000.0,0,0,0,0,0
Google,Software Engineer,227000,"Waterloo, ON, Canada",15.0,7.0,94000.0,0.0,0,0,0,0,0
Google,Software Engineer,192000,"Seattle, WA",1.0,1.0,124000.0,19000.0,0,0,0,0,0
Google,Software Engineer,196000,"Seattle, WA",0.0,0.0,105000.0,16000.0,0,0,0,0,0
Google,Software Engineer,190000,"Mountain View, CA",2.0,0.0,125000.0,28000.0,0,0,0,0,0
Google,Software Engineer,229000,"New York, NY",1.0,1.0,136000.0,30000.0,0,0,0,0,0
Google,Software Engineer,245000,"Mountain View, CA",6.0,4.0,0.0,0.0,0,0,0,0,0
Google,Software Engineer,210000,"Cambridge, MA, United States",4.0,2.0,124000.0,20000.0,0,0,0,0,0
Google,Software Engineer,330000,"San Francisco, CA",5.0,5.0,164000.0,35000.0,0,0,0,0,0
Google,Software Engineer,340000,"Boston, MA",10.0,4.0,180000.0,35000.0,0,0,0,0,0
Google,Software Engineer,223000,"New York, NY",2.0,2.0,132000.0,67000.0,0,0,0,0,0
Google,Business Analyst,230000,"Dublin, DN, Ireland",20.0,1.0,125000.0,60000.0,0,0,0,0,0
Google,Software Engineer,166000,"Boston, MA",2.0,0.0,110000.0,17000.0,0,0,0,0,0
Google,Software Engineer,311000,"Seattle, WA",11.0,3.0,152000.0,30000.0,0,0,0,0,0
Google,Software Engineer,206000,"Mountain View, CA",4.0,1.0,140000.0,21000.0,0,0,0,0,0
Google,Software Engineer,480000,"Cambridge, MA",7.0,4.0,0.0,0.0,0,0,0,0,0
Google,Software Engineer,360000,"Cambridge, MA",8.0,3.0,185000.0,40000.0,0,0,0,0,0
Google,Software Engineering Manager,460000,"Mountain View, CA",20.0,1.0,200000.0,40000.0,0,0,0,0,0
Google,Software Engineer,500000,"San Francisco, CA",5.0,5.0,220000.0,66000.0,0,0,0,0,0
Google,Software Engineer,650000,"New York, NY",11.0,11.0,0.0,0.0,0,0,0,0,0
Google,Software Engineer,450000,"Mountain View, CA",10.0,6.0,205000.0,45000.0,0,0,0,0,0
Google,Software Engineer,330000,"New York, NY",7.0,3.0,166000.0,34000.0,0,0,0,0,0
Google,Software Engineer,460000,"New York, NY",7.0,5.0,0.0,0.0,0,0,0,0,0
Google,Software Engineer,208000,"Mountain View, CA",2.0,2.0,123000.0,18000.0,0,0,0,0,0
Google,Software Engineer,525000,"San Bruno, CA",6.0,6.0,208000.0,250000.0,0,0,0,0,0
Google,Software Engineer,175000,"Sunnyvale, CA",6.0,1.0,135000.0,20000.0,0,0,0,0,0
Google,Software Engineer,180000,"Seattle, WA",8.0,6.0,0.0,0.0,0,0,0,0,0
Google,Software Engineer,450000,"San Francisco, CA",10.0,1.0,200000.0,30000.0,0,0,0,0,0
Google,Software Engineer,494000,"San Francisco, CA",15.0,7.0,209000.0,50000.0,0,0,0,0,0
Google,Product Manager,275000,"Mountain View, CA",6.0,1.0,152000.0,23000.0,0,0,0,0,0
Google,Software Engineer,250000,"Sunnyvale, CA",2.0,2.0,153000.0,10000.0,0,0,0,0,0
Google,Software Engineer,310000,"Mountain View, CA",5.0,6.0,170000.0,33000.0,0,0,0,0,0
Google,Software Engineer,140000,"Irvine, CA",3.0,1.0,110000.0,15000.0,0,0,0,0,0
Google,Software Engineer,250000,"Mountain View, CA",2.0,1.0,200000.0,1000.0,0,0,0,0,0
Google,Software Engineer,195000,"Mountain View, CA",2.0,1.0,140000.0,20000.0,0,0,0,0,0
Google,Software Engineer,300000,"Mountain View, CA",4.0,0.0,140000.0,35000.0,0,0,0,0,0
Google,Software Engineer,268000,"Mountain View, CA",7.0,0.0,180000.0,20000.0,0,0,0,0,0
Google,Software Engineer,221000,"Mountain View, CA",1.0,1.0,120000.0,21000.0,0,0,0,0,0
Google,Software Engineer,341000,"Mountain View, CA",7.0,7.0,193000.0,36000.0,0,0,0,0,0
Google,Software Engineer,380000,"Mountain View, CA",4.0,1.5,170000.0,30000.0,0,0,0,0,0
Google,Software Engineer,160000,"Cambridge, MA",3.0,0.0,113000.0,17000.0,0,0,0,0,0
Google,Product Manager,171000,"Zurich, ZH, Switzerland",2.0,1.0,128000.0,20000.0,0,0,0,0,0
Google,Software Engineer,295000,"Cambridge, MA",7.0,5.0,165000.0,30000.0,0,0,0,0,0
Google,Software Engineer,362000,"Cambridge, MA",9.0,7.0,168000.0,35000.0,0,0,0,0,0
Google,Software Engineer,298000,"San Francisco, CA",6.0,4.5,170000.0,38000.0,0,0,0,0,0
